phewas_string,x,y,p_values,odds_ratios,snps,cluster
Cancer of prostate,7,10,"[0.008931, 0.03229, 0.0391]","[1.555, 0.812, 1.425]","['A_3001', 'B_3501', 'B_3801']",4
Cancer of stomach,10,12,"[0.01778, 0.0163, 0.04034, 0.03518, 0.01982, 0.02477, 0.03684, 0.04848]","[1.747, 1.579, 0.632, 1.682, 0.644, 1.542, 1.545, 1.388]","['A_2501', 'A_2902', 'B_4001', 'B_5501', 'C_0304', 'C_1601', 'DPA1_0202', 'DQA1_0103']",4
Cancer of urinary organs (incl. kidney and bladder),8,8,"[0.02825, 0.03127, 0.04382, 0.00717, 0.01378, 0.03579, 0.00256, 0.02307]","[0.849, 1.372, 0.8, 1.411, 1.396, 0.791, 0.767, 1.392]","['A_0101', 'DPB1_0501', 'DQA1_0103', 'DQA1_0401', 'DQB1_0402', 'DQB1_0603', 'DRB1_0401', 'DRB1_0801']",4
Cancer within the respiratory system,6,9,"[0.03206, 0.03383, 0.02067, 0.03371, 0.01942, 0.01338]","[0.802, 0.755, 0.828, 0.856, 0.794, 0.821]","['B_3501', 'C_0102', 'C_0401', 'DQB1_0501', 'DQB1_0603', 'DRB1_0101']",4
"Cardiac complications, not elsewhere classified",6,8,"[0.04235, 0.03432, 0.005262, 0.01665]","[0.672, 2.298, 2.66, 0.539]","['A_0201', 'B_4901', 'DPB1_1301', 'DQA1_0101']",4
Cerebral cysts,6,12,"[0.04074, 0.04813, 0.04622, 0.001567, 0.02486, 0.03469]","[0.511, 3.295, 3.346, 3.739, 2.068, 3.058]","['A_0201', 'DPB1_1401', 'DQB1_0502', 'DQB1_0503', 'DRB1_0401', 'DRB1_1401']",4
Cerebral edema and compression of brain,4,11,"[0.002091, 0.01151, 0.01742, 0.04099, 0.01254]","[1.644, 1.716, 1.791, 0.357, 1.879]","['A_6801', 'DPB1_1001', 'DPB1_1401', 'DPB1_1701', 'DQB1_0502']",4
Cholecystitis without cholelithiasis,8,10,"[0.006855, 0.02154, 0.0427]","[2.247, 1.629, 1.537]","['C_1402', 'DPA1_0202', 'DQB1_0604']",4
Cholelithiasis and cholecystitis,9,12,"[0.03575, 0.01629, 0.0418, 0.01302, 0.01871]","[0.722, 0.805, 1.287, 1.425, 1.325]","['A_6801', 'C_0501', 'DPA1_0202', 'DPB1_0501', 'DQB1_0604']",4
Cholelithiasis with other cholecystitis,4,12,"[0.03747, 0.002656, 0.03986, 0.01257, 0.01389]","[2.263, 2.611, 2.135, 2.047, 2.27]","['B_3701', 'C_1502', 'DPB1_1001', 'DQB1_0604', 'DRB1_0801']",4
Cholesteatoma,4,12,"[0.004537, 0.03855]","[2.903, 2.281]","['C_1502', 'DPB1_1101']",4
"Chorioretinal inflammations, scars, and other disorders of choroid",4,11,"[0.04421, 0.03691, 0.008626]","[1.62, 0.122, 2.861]","['A_0201', 'B_4403', 'DPB1_1001']",4
Chromosomal anomalies,7,12,[0.0005303],[3.147],['DRB1_1201'],4
Chromosomal anomalies and genetic disorders,7,12,"[0.0435, 0.004317]","[0.236, 2.53]","['DPB1_1101', 'DRB1_1201']",4
Chronic cystitis,6,10,"[0.028, 0.0214, 0.0001595]","[2.49, 2.301, 6.18]","['B_5701', 'C_0303', 'DQB1_0502']",4
Chronic hepatitis,8,8,"[0.0128, 0.03164, 0.0001459, 0.01218, 0.003885, 0.006327, 0.0366, 0.005037, 0.0303, 0.0006908, 0.01179, 0.008618]","[1.46, 1.508, 0.531, 1.812, 1.535, 0.601, 0.42, 1.518, 1.796, 0.215, 0.379, 0.62]","['B_0801', 'DPB1_0101', 'DQA1_0102', 'DQA1_0401', 'DQB1_0201', 'DQB1_0602', 'DQB1_0604', 'DRB1_0301', 'DRB1_0801', 'DRB1_1101', 'DRB1_1302', 'DRB1_1501']",4
Chronic interstitial cystitis,9,12,"[0.02851, 0.04613, 0.01253, 0.005786]","[0.434, 2.145, 2.755, 3.328]","['B_0702', 'DPA1_0202', 'DPB1_0501', 'DPB1_1301']",4
Chronic obstructive asthma,6,7,"[0.001151, 0.02006, 0.007754, 0.04649, 0.01316]","[2.142, 0.468, 0.523, 1.423, 1.964]","['A_3101', 'B_3501', 'C_0401', 'C_0602', 'DPB1_0601']",4
Chronic sinusitis,9,12,"[0.01766, 0.03498, 0.02168, 0.02131, 0.0241, 0.03852, 0.01556, 0.02701]","[0.852, 1.252, 0.545, 0.794, 1.254, 0.763, 0.666, 1.161]","['A_0301', 'A_6801', 'B_1401', 'B_3501', 'C_1203', 'DPA1_0202', 'DPB1_0501', 'DQB1_0302']",4
Chronic ulcer of skin,5,12,[0.04861],[1.355],['DPB1_1001'],4
Chronic ulcer of unspecified site,5,12,"[0.04145, 0.0142]","[0.647, 2.095]","['DPB1_0402', 'DPB1_1001']",4
Concussion,5,12,"[0.005556, 0.0479, 0.02195]","[3.321, 2.798, 1.915]","['DPB1_1001', 'DPB1_1701', 'DRB1_0101']",4
Conductive hearing loss,4,12,"[0.04668, 0.005654, 0.04098, 0.04854]","[0.314, 1.738, 0.695, 0.693]","['B_3901', 'C_1502', 'DQB1_0603', 'DRB1_1301']",4
Congenital anomalies of face and neck,7,12,"[0.008611, 0.004818]","[1.51, 2.406]","['A_0201', 'DRB1_1401']",4
Congenital anomalies of genital organs,7,12,[0.009788],[2.431],['B_3503'],4
Congenital anomalies of great vessels,7,12,"[0.03898, 0.03341, 0.02451]","[1.276, 1.728, 0.721]","['B_0702', 'B_3701', 'DPB1_0402']",4
Congenital anomalies of intestine,7,12,"[0.006128, 0.03133]","[2.213, 2.768]","['DRB1_0404', 'DRB1_0407']",4
Congenital anomalies of limbs,8,12,"[0.02181, 0.03485, 0.01177, 0.02643]","[2.492, 1.767, 2.112, 0.658]","['B_1401', 'DPA1_0202', 'DPB1_0601', 'DQA1_0102']",4
Congenital anomalies of male genital organs,7,12,[0.04076],[2.355],['B_3503'],4
Congenital anomalies of skull and face bones,7,12,[0.041],[2.429],['DRB1_1401'],4
Congenital anomalies of the eye,7,12,[0.009892],[2.732],['DPA1_0202'],4
Congenital coagulation defects,5,7,"[0.02248, 0.02341, 0.03642, 0.04157, 0.03662, 0.02382]","[1.629, 2.458, 1.92, 0.532, 1.541, 1.867]","['A_0301', 'B_4901', 'C_1203', 'DPB1_0402', 'DQA1_0102', 'DRB1_1101']",4
Congenital hip dysplasia and deformity,8,12,"[0.001509, 0.007447, 0.02727, 0.01608, 0.0433, 0.01239, 0.007673]","[4.658, 2.103, 1.861, 2.428, 0.479, 2.516, 2.994]","['B_1401', 'B_4402', 'C_0501', 'C_0802', 'DPA1_0201', 'DPA1_0202', 'DPB1_0601']",4
Cystoid macular degeneration of retina,8,10,[0.02658],[1.776],['DPA1_0202'],4
Delayed milestones,6,7,"[0.03526, 0.007455, 0.0353]","[1.645, 1.793, 0.339]","['A_3101', 'C_0102', 'DPB1_1101']",4
Delirium due to conditions classified elsewhere,9,10,"[0.04836, 0.02034]","[1.268, 1.908]","['DPA1_0103', 'DPB1_1401']",4
Dementia with cerebral degenerations,5,7,"[0.0334, 0.03956, 0.002837, 0.03566, 0.0163]","[1.926, 2.976, 4.21, 1.893, 3.583]","['A_0301', 'A_2301', 'B_4901', 'DQB1_0301', 'DRB1_0103']",4
Digestive congenital anomalies,6,11,"[0.02047, 0.0267, 0.02588, 0.01866, 0.009424, 0.04575, 0.02997, 0.02097]","[0.701, 1.562, 0.394, 1.626, 1.771, 1.803, 1.611, 2.258]","['A_0201', 'A_1101', 'B_1801', 'B_3501', 'B_5101', 'B_5501', 'DRB1_0404', 'DRB1_0407']",4
Disease of tricuspid valve,6,7,"[0.04837, 0.0452, 0.00254, 0.0395, 0.006287]","[0.468, 1.525, 1.698, 1.5, 1.675]","['A_2601', 'A_3101', 'B_2705', 'C_0102', 'DQB1_0604']",4
Diseases of pulp and periapical tissues,6,7,"[0.02797, 0.04813, 0.005408]","[2.296, 1.678, 1.992]","['A_3101', 'B_0801', 'C_0701']",4
Disorders involving the immune mechanism,9,10,"[0.01659, 0.01997, 0.04429, 0.03046, 0.01258, 0.04607, 0.04402, 0.04381, 0.03831, 0.01065, 0.03169]","[0.445, 0.434, 1.202, 0.717, 1.506, 0.809, 0.715, 0.845, 1.355, 1.465, 0.484]","['B_3503', 'B_3801', 'B_4402', 'B_5101', 'B_5501', 'C_0401', 'C_1203', 'DPA1_0103', 'DQA1_0401', 'DQB1_0402', 'DRB1_1201']",4
Disorders of function of stomach,7,7,"[0.04149, 0.03362, 0.0026, 0.04158, 0.04964, 0.04855, 0.02932]","[1.253, 0.582, 1.334, 0.845, 1.171, 1.363, 1.436]","['B_4001', 'B_5501', 'C_0304', 'DQA1_0102', 'DQB1_0301', 'DQB1_0402', 'DRB1_0801']",4
Disorders of menstruation and other abnormal bleeding from female genital tract,7,10,"[0.01607, 0.01332]","[0.732, 1.576]","['A_2902', 'A_3001']",4
Disorders of plasma protein metabolism,7,8,"[0.002269, 0.007474, 0.03559, 0.001546, 0.01897, 0.003344, 0.02011, 0.004922]","[1.34, 0.606, 0.387, 0.632, 0.752, 1.646, 1.531, 1.701]","['A_0201', 'B_3501', 'B_3503', 'C_0401', 'DPB1_0201', 'DQA1_0401', 'DQB1_0402', 'DRB1_0801']",4
Disorders of protein plasma/amino-acid transport and metabolism,7,8,"[0.001674, 0.006999, 0.04093, 0.001914, 0.01474, 0.04653, 0.003822, 0.02212, 0.02526, 0.003683]","[1.313, 0.64, 1.248, 0.672, 0.766, 1.191, 1.572, 1.471, 0.565, 1.653]","['A_0201', 'B_3501', 'C_0304', 'C_0401', 'DPB1_0201', 'DQA1_0102', 'DQA1_0401', 'DQB1_0402', 'DQB1_0503', 'DRB1_0801']",4
Disorders of the autonomic nervous system,4,11,"[0.03281, 0.03731, 0.01271]","[1.672, 1.712, 2.194]","['B_2705', 'C_0102', 'DPB1_1001']",4
Duodenal ulcer,6,7,"[0.005425, 0.01181, 0.0465]","[2.364, 1.709, 1.522]","['A_3101', 'DPB1_0201', 'DQA1_0101']",4
Dyspareunia,8,11,"[0.04372, 0.002324, 0.02523, 0.02763, 0.005153]","[2.569, 2.745, 2.168, 2.209, 1.976]","['B_3503', 'C_0102', 'C_1203', 'DPA1_0202', 'DQB1_0301']",4
Early onset of delivery,6,12,"[0.02122, 0.04178, 0.01499]","[2.738, 1.77, 3.171]","['A_2601', 'DQA1_0101', 'DRB1_1401']",4
Embolism and thrombosis of abdominal aorta,5,8,[0.04528],[2.846],['B_4901'],4
"Encephalitis, non-infectious",7,7,"[0.005822, 0.0005721, 0.0429, 0.01662]","[2.732, 3.271, 2.634, 3.146]","['B_3501', 'DPB1_0101', 'DQB1_0402', 'DRB1_0801']",4
Encounter for long-term (current) use of antiplatelets/antithrombotics,6,8,"[0.02998, 0.03506, 0.0269, 0.02569, 0.02629, 0.04064]","[0.422, 1.726, 2.582, 0.533, 2.307, 0.524]","['B_4402', 'C_0401', 'DPB1_1301', 'DQB1_0301', 'DQB1_0402', 'DRB1_1501']",4
Encounter for long-term (current) use of aspirin,4,12,"[0.00222, 0.04472, 0.0006622, 0.04032, 0.001332, 0.04046]","[1.549, 0.646, 1.886, 0.545, 1.927, 0.809]","['B_5101', 'C_1203', 'C_1502', 'DPB1_1101', 'DPB1_1301', 'DQA1_0102']",4
Endometrial hyperplasia,6,8,"[0.04338, 0.03471, 0.04243]","[2.584, 3.004, 1.716]","['DPB1_1301', 'DPB1_1701', 'DQA1_0101']",4
Endometriosis,6,8,"[0.01648, 0.002804, 0.009321]","[1.952, 2.718, 2.491]","['C_0102', 'C_0704', 'DPB1_1301']",4
Eustachian tube disorders,4,12,"[0.009132, 0.03524, 0.01433, 0.04215]","[0.558, 1.309, 1.519, 1.201]","['A_3101', 'B_5101', 'C_1502', 'DPB1_0201']",4
Exophthalmos,5,8,"[0.004462, 0.02516, 0.02848, 0.02276, 0.03678]","[3.903, 0.104, 3.171, 0.39, 1.953]","['B_4901', 'C_0401', 'C_0704', 'DQB1_0301', 'DQB1_0302']",4
Failure to thrive (childhood),8,10,"[0.02292, 0.03515, 0.01387, 0.007826, 0.01202, 0.03863, 0.005162]","[1.913, 1.605, 1.588, 0.72, 1.608, 1.523, 2.206]","['A_3001', 'B_1302', 'C_0102', 'C_0701', 'DPA1_0202', 'DQA1_0401', 'DRB1_0407']",4
Fracture of tibia and fibula,9,12,"[0.04129, 0.01969, 0.04626, 0.04893, 0.02326, 0.02506, 0.0189, 0.03948, 0.04928, 0.04299, 0.006408]","[0.754, 1.45, 1.367, 0.37, 1.301, 1.543, 0.708, 1.6, 1.277, 1.295, 1.431]","['B_0702', 'B_3501', 'B_4001', 'C_0704', 'DPA1_0103', 'DPA1_0202', 'DPB1_0201', 'DPB1_0501', 'DQB1_0201', 'DQB1_0501', 'DRB1_0101']",4
Fuchs' dystrophy,8,9,"[0.0331, 0.04246, 0.04511, 0.03603, 0.03286]","[1.791, 0.581, 0.53, 0.531, 1.862]","['A_0301', 'DPB1_0401', 'DQA1_0301', 'DQA1_0501', 'DRB1_0101']",4
Functional disorders of bladder,8,10,"[0.01714, 0.04788, 0.03723]","[1.437, 1.207, 1.302]","['DPA1_0202', 'DQB1_0602', 'DRB1_1301']",4
"Gastritis and duodenitis, NOS",7,7,"[0.003591, 0.04709, 0.01281, 0.04819, 0.008785]","[2.432, 1.387, 1.461, 1.718, 2.055]","['B_3701', 'DPB1_0201', 'DQB1_0301', 'DQB1_0402', 'DRB1_0801']",4
Genitourinary congenital anomalies,7,12,"[0.04363, 0.009926, 0.006027, 0.01406, 0.04912, 0.01164, 0.008475, 0.0189, 0.03369, 0.008485]","[0.628, 1.333, 1.313, 1.593, 1.414, 0.78, 0.742, 1.214, 0.62, 0.771]","['A_2601', 'B_4001', 'C_0304', 'C_0704', 'C_1502', 'DQA1_0201', 'DQB1_0202', 'DQB1_0301', 'DQB1_0503', 'DRB1_0701']",4
Gingivitis,5,10,"[0.004693, 0.01642, 0.02668]","[2.15, 0.69, 0.644]","['A_2301', 'DQA1_0301', 'DRB1_0401']",4
Gouty arthropathy,7,7,"[0.00161, 0.0301, 0.03258, 0.02904, 0.04417, 0.01981]","[1.92, 1.589, 0.673, 1.656, 1.462, 1.758]","['A_3101', 'A_6801', 'C_0602', 'DQB1_0402', 'DRB1_0404', 'DRB1_0801']",4
Hallucinations,7,7,"[0.03241, 0.008335, 0.04479, 0.03507, 0.04879]","[0.116, 2.888, 0.448, 2.331, 2.334]","['C_0303', 'C_1502', 'DQB1_0302', 'DQB1_0402', 'DRB1_0801']",4
Hematemesis,6,7,"[0.02235, 0.00821, 0.0454, 0.04045, 0.04133, 0.03002]","[1.414, 1.906, 0.403, 1.406, 1.354, 1.429]","['A_0101', 'A_3101', 'DPA1_0202', 'DPB1_0301', 'DQA1_0301', 'DRB1_0401']",4
Hematological disorders of newborn,6,12,"[0.04987, 0.001296, 0.02931, 0.04843]","[1.803, 2.926, 2.971, 2.634]","['B_1501', 'C_0102', 'C_1402', 'DRB1_1401']",4
Hemiplegia,4,11,"[0.04816, 0.03032, 0.02187]","[1.284, 1.345, 1.817]","['A_0101', 'DPB1_0402', 'DPB1_1001']",4
Hemoptysis,7,10,"[0.006703, 0.01876, 0.04115]","[1.987, 1.92, 0.48]","['A_3001', 'B_3901', 'DPB1_1101']",4
Hemorrhage of gastrointestinal tract,6,7,"[0.0009678, 0.008149, 0.0466, 0.04258]","[1.555, 1.515, 0.828, 1.277]","['A_3101', 'C_1502', 'DPB1_0402', 'DRB1_1302']",4
Histoplasmosis,5,7,"[0.03435, 0.0339, 0.001705, 0.00943, 0.04744, 0.04801, 0.02542, 0.03208, 0.0252]","[1.694, 0.403, 3.519, 0.262, 1.628, 2.334, 0.354, 1.716, 1.749]","['A_0301', 'B_4402', 'B_4901', 'C_0501', 'C_0701', 'C_1502', 'DQB1_0202', 'DQB1_0602', 'DRB1_1501']",4
Hydronephrosis,6,7,"[0.0317, 0.035, 0.03818, 0.01969, 0.02609]","[1.403, 1.446, 0.713, 0.551, 0.472]","['A_3101', 'DPB1_0601', 'DQB1_0303', 'DQB1_0503', 'DRB1_1401']",4
Hyperaldosteronism,5,12,"[0.03455, 0.03179, 0.003632]","[3.572, 3.109, 4.68]","['C_1402', 'DPB1_1001', 'DQB1_0502']",4
Hypercoagulable state,7,11,"[0.03055, 0.009032, 0.01112, 0.01566]","[1.401, 0.504, 0.277, 0.665]","['A_0301', 'A_2402', 'B_5701', 'DPA1_0103']",4
Hypoparathyroidism,6,12,"[0.03637, 0.02678]","[2.951, 2.581]","['B_1401', 'DRB1_1401']",4
Hypotension NOS,8,10,"[0.02299, 0.0006584, 0.00648, 0.03868, 0.008562, 0.02664, 0.005192, 0.001298, 0.01402, 0.04359, 0.02141]","[0.886, 1.289, 1.327, 1.231, 1.435, 1.44, 0.819, 0.792, 1.178, 0.783, 1.411]","['A_0201', 'A_1101', 'A_3101', 'A_6801', 'B_3701', 'B_4002', 'B_4402', 'C_0501', 'C_0602', 'DPA1_0202', 'DRB1_0103']",4
Hypoventilation,6,7,"[0.03987, 0.03663]","[1.557, 0.56]","['A_3101', 'B_1801']",4
Ileostomy status,9,11,"[0.03277, 0.04766, 0.04938, 0.04117, 0.002146, 0.04604, 0.002518, 8.346e-06, 0.01323]","[0.38, 0.661, 1.699, 1.32, 1.907, 1.447, 0.552, 3.237, 0.448]","['A_3101', 'C_0304', 'C_1502', 'DPA1_0103', 'DPA1_0202', 'DPB1_0101', 'DQB1_0302', 'DRB1_0103', 'DRB1_0404']",4
Impacted cerumen,7,7,"[0.0472, 0.02616, 0.04664, 0.04512]","[0.701, 0.796, 1.371, 1.404]","['C_0802', 'DPB1_0402', 'DQB1_0402', 'DRB1_0801']",4
Infective connective tissue disorders,8,9,"[0.0123, 0.01855, 0.02198, 0.01476]","[1.952, 2.15, 1.92, 2.002]","['A_0301', 'B_3501', 'B_4402', 'DRB1_0101']",4
Infusion and transfusion reaction,5,12,[0.0007649],[3.552],['DPB1_1001'],4
Ingrowing nail,6,8,"[0.02598, 0.04445]","[2.013, 1.561]","['DPB1_1301', 'DQB1_0303']",4
Intervertebral disc disorder with myelopathy,6,12,"[0.009672, 0.03349]","[3.367, 2.707]","['B_3503', 'DRB1_1401']",4
Irregular menstrual cycle,6,8,"[0.03586, 0.04328, 0.0446, 0.02587, 0.009733, 0.01464, 0.009771]","[0.754, 1.566, 0.611, 1.57, 1.848, 0.71, 0.693]","['A_0301', 'A_2601', 'A_2902', 'A_3101', 'DPB1_1301', 'DQB1_0201', 'DRB1_0301']",4
Lack of normal physiological development,8,10,"[0.007339, 0.03805, 0.04101, 0.03048, 0.02136]","[1.439, 1.34, 0.712, 1.441, 0.712]","['C_0102', 'DPA1_0202', 'DQB1_0604', 'DRB1_0801', 'DRB1_1302']",4
"Lack of normal physiological development, unspecified",8,10,"[0.00483, 0.03553, 0.03161, 0.0403]","[1.772, 0.688, 1.372, 1.544]","['C_0102', 'C_0401', 'C_0602', 'DPA1_0202']",4
Lipoma,9,10,"[0.02936, 0.03835, 0.02918, 0.03998, 0.04082, 0.01301, 0.04457]","[1.473, 1.598, 1.929, 0.667, 1.736, 0.599, 0.736]","['A_1101', 'A_3201', 'B_3503', 'B_4402', 'B_5501', 'C_0501', 'DPA1_0103']",4
Localized adiposity,5,8,"[0.0005862, 0.002252]","[4.038, 4.237]","['B_4901', 'DQB1_0502']",4
Lower gastrointestinal congenital anomalies,7,12,"[0.0339, 0.03516, 0.01934]","[1.693, 1.726, 2.547]","['B_3501', 'DRB1_0404', 'DRB1_0407']",4
Lump or mass in breast,9,10,"[0.02316, 0.0273]","[0.763, 1.172]","['B_4001', 'DPA1_0103']",4
Lung disease due to external agents,7,10,[0.02281],[3.287],['A_3001'],4
Lung transplant,5,11,"[0.04729, 0.03477, 0.03031, 0.0345]","[2.324, 0.518, 2.357, 2.663]","['B_4901', 'DPB1_0201', 'DPB1_1001', 'DRB1_0407']",4
Lymphadenitis,7,11,"[0.004006, 0.03283, 0.02735, 0.02615, 0.03769, 0.03377]","[1.348, 0.749, 1.179, 0.856, 0.791, 0.621]","['B_5701', 'C_0102', 'C_0602', 'DPA1_0201', 'DRB1_0404', 'DRB1_0901']",4
"Lymphoid leukemia, acute",6,9,"[0.03833, 0.008316, 0.01112]","[0.691, 1.929, 1.51]","['C_0401', 'DPB1_1001', 'DQA1_0103']",4
Macular degeneration (senile) of retina NOS,5,10,"[0.03635, 0.01877, 0.02627, 0.009231, 0.0008078, 0.01164, 0.03755, 0.01388, 0.02848]","[1.8, 2.078, 0.497, 0.482, 1.935, 1.475, 0.542, 0.445, 0.367]","['A_2301', 'A_3001', 'B_1801', 'B_4403', 'B_5701', 'C_0602', 'C_1203', 'C_1601', 'DPB1_1101']",4
Macular puckering of retina,9,11,"[0.02159, 0.03574, 0.03813, 0.03872, 0.02607, 0.04247]","[1.503, 1.385, 1.796, 0.665, 1.729, 0.676]","['C_0602', 'DPA1_0103', 'DPB1_1101', 'DQB1_0602', 'DQB1_0604', 'DRB1_1501']",4
Malignant neoplasm of gallbladder and extrahepatic bile ducts,6,7,"[0.04962, 0.03542]","[2.208, 2.229]","['A_3101', 'A_3201']",4
